    0 mW  ;  9.2 us/s;;;;;Process;[kworker/0:1]
    0 mW  ;  2.9 us/s; 0.15;;;;kWork;bdi_writeback_workfn
    0 mW  ;  2.8 us/s; 0.15;;;;Process;/usr/lib/rtkit/rtkit-daemon 
    0 mW  ;  7.6 us/s;;;;;kWork;vmstat_update
    0 mW  ;  7.4 us/s;;;;;Timer;clocksource_watchdog
    0 mW  ;  5.1 us/s; 0.05;;;;Process;/usr/lib/systemd/systemd-udevd 
    0 mW  ;  2.6 us/s; 0.10;;;;Process;[khugepaged]
    0 mW  ;  4.3 us/s; 0.05;;;;Process;/usr/bin/crond -n 
    0 mW  ;  6.0 us/s;;;;;Timer;posix_timer_fn
    0 mW  ;  2.8 us/s;;;;;Process;[kworker/0:1H]
    0 mW  ;  0.7 us/s; 0.05;;;;Process;/usr/lib/polkit-1/polkitd --no-debug 
    0 mW  ;  2.6 us/s;;;;;Process;[kworker/1:1]
    0 mW  ;  2.6 us/s;;;;;Process;[ksoftirqd/2]
    0 mW  ;  0.2 us/s; 0.05;;;;kWork;check_lifetime
    0 mW  ;  2.1 us/s;;;;;Process;[ksoftirqd/1]
    0 mW  ;  0.1 us/s; 0.05;;;;kWork;neigh_periodic_work
    0 mW  ;  1.9 us/s;;;;;Timer;process_timeout
    0 mW  ;  1.9 us/s;;;;;Process;[kworker/3:1]
    0 mW  ;  1.2 us/s;;;;;Process;[kworker/1:1H]
    0 mW  ;  0.6 us/s;;;;;Timer;writeout_period
    0 mW  ;  0.5 us/s;;;;;Timer;laptop_mode_timer_fn
    0 mW  ;  0.4 us/s;;;;;Timer;cfq_idle_slice_timer
    0 mW  ;  0.1 us/s;;;;;Process;[ksoftirqd/3]
    0 mW  ;  0.1 us/s;;;;;Timer;commit_timeout
    0 mW  ;  0.1 us/s;;;;;Timer;addrconf_verify

**Device Power Report**
The battery reports a discharge rate of 4.94 W
System baseline power is estimated at 14.5 W

Power est.;Usage;Device name
  13.7 W   ;  0.0 pkts/s;Network interface: wlp3s0 (wl)
  653 mW   ;  1.1%;DRAM
 41.7 mW   ; 10.6 ops/s;GPU core
 36.5 mW   ;  1.1%;CPU core
 8.93 mW   ;  1.1%;CPU misc
    0 mW   ;100.0%;USB device: Apple Internal Keyboard / Trackpad (Apple Inc.)
    0 mW   ;100.0%;USB device: Card Reader (Apple)
    0 mW   ;100.0%;USB device: xHCI Host Controller
    0 mW   ;100.0%;USB device: xHCI Host Controller
    0 mW   ;100.0%;Radio device: wl
    0 mW   ; 10.6 ops/s;GPU misc
    0 mW   ; 10.0%;Display backlight
    0 mW   ;  9.0%;Display backlight
    0 mW   ;  0.0%;USB device: usb-device-05ac-820a
    0 mW   ;  0.0%;USB device: usb-device-05ac-820b
    0 mW   ;  0.0%;Audio codec hwC0D0: Intel
    0 mW   ;  0.0%;USB device: BRCM20702 Hub (Apple Inc.)
    0 mW   ;  0.0%;USB device: Bluetooth USB Host Controller (Apple Inc.)
           ;100.0%;PCI Device: Intel Corporation Lynx Point-LP PCI Express Root Port 2
           ;100.0%;PCI Device: Intel Corporation Device 0a2e
           ;100.0%;PCI Device: Intel Corporation Lynx Point-LP USB xHCI HC
           ;100.0%;PCI Device: Intel Corporation Lynx Point-LP HECI #0
           ;100.0%;PCI Device: Intel Corporation Lynx Point-LP HD Audio Controller
           ;100.0%;PCI Device: Intel Corporation Lynx Point-LP PCI Express Root Port 1
           ;100.0%;PCI Device: Intel Corporation Lynx Point-LP PCI Express Root Port 3
           ;100.0%;PCI Device: Intel Corporation Lynx Point-LP PCI Express Root Port 5
           ;100.0%;PCI Device: Intel Corporation Lynx Point-LP PCI Express Root Port 6
           ;100.0%;PCI Device: Intel Corporation Lynx Point-LP LPC Controller
           ;100.0%;PCI Device: Broadcom Corporation BCM4360 802.11ac Wireless Network Adapter
           ;100.0%;PCI Device: Samsung Electronics Co Ltd Device 1600
           ;  0.0%;PCI Device: Intel Corporation Device 0a0c
           ;  0.0%;PCI Device: Intel Corporation Lynx Point-LP SMBus Controller
           ;  0.0%;PCI Device: Broadcom Corporation Device 1570
           ;  0.0%;PCI Device: Intel Corporation Haswell-ULT DRAM Controller

**Process device activity**

Process;Device
systemd;/dev/autofs
;/dev/kmsg
systemd-journal;/dev/kmsg
;/dev/kmsg
acpid;/dev/input/event0
;/dev/input/event1
;/dev/input/event10
;/dev/input/event12
;/dev/input/event13
;/dev/input/event14
;/dev/input/event2
;/dev/input/event3
;/dev/input/event4
;/dev/input/event5
;/dev/input/event6
;/dev/input/event8
;/dev/input/event9
systemd-logind;/dev/input/event0
;/dev/input/event1
;/dev/input/event2
;/dev/input/event3
;/dev/input/event4
X;/dev/dri/card0
;/dev/input/event1
;/dev/input/event15
;/dev/input/event2
;/dev/input/event3
;/dev/input/event4
;/dev/input/event5
;/dev/input/event6
;/dev/input/event7
;/dev/vga_arbiter
wpa_supplicant;/dev/rfkill
pulseaudio;/dev/snd/controlC0
;/dev/snd/controlC0
;/dev/snd/controlC1
;/dev/snd/controlC1
upowerd;/dev/cpu_dma_latency
;/dev/input/event0
;/dev/network_latency
panel-8-mixer;/dev/snd/controlC0
;/dev/snd/controlC1

**Optimal Tuned Software Settings**

Description
VM writeback timeout
Enable SATA link power Managmenet for host0
Enable Audio codec power management
NMI watchdog should be turned off
Autosuspend for USB device Apple Internal Keyboard / Trackpad [Apple Inc.]
Autosuspend for USB device Card Reader [Apple]
Autosuspend for USB device xHCI Host Controller [usb1]
Autosuspend for USB device xHCI Host Controller [usb2]
Autosuspend for unknown USB device 1-3.1 (05ac:820a)
Autosuspend for USB device Bluetooth USB Host Controller [Apple Inc.]
Autosuspend for USB device BRCM20702 Hub [Apple Inc.]
Autosuspend for unknown USB device 1-3.2 (05ac:820b)
Runtime PM for PCI Device Broadcom Corporation Device 1570
Runtime PM for PCI Device Intel Corporation Haswell-ULT DRAM Controller
Runtime PM for PCI Device Intel Corporation Device 0a2e
Runtime PM for PCI Device Intel Corporation Device 0a0c
Runtime PM for PCI Device Intel Corporation Lynx Point-LP HD Audio Controller
Runtime PM for PCI Device Intel Corporation Lynx Point-LP HECI #0
Runtime PM for PCI Device Intel Corporation Lynx Point-LP PCI Express Root Port 1
Runtime PM for PCI Device Intel Corporation Lynx Point-LP PCI Express Root Port 2
Runtime PM for PCI Device Intel Corporation Lynx Point-LP PCI Express Root Port 3
Runtime PM for PCI Device Intel Corporation Lynx Point-LP PCI Express Root Port 5
Runtime PM for PCI Device Intel Corporation Lynx Point-LP PCI Express Root Port 6
Runtime PM for PCI Device Intel Corporation Lynx Point-LP LPC Controller
Runtime PM for PCI Device Intel Corporation Lynx Point-LP SMBus Controller
Runtime PM for PCI Device Broadcom Corporation BCM4360 802.11ac Wireless Network Adapter
Runtime PM for PCI Device Samsung Electronics Co Ltd Device 1600
Runtime PM for PCI Device Intel Corporation Lynx Point-LP USB xHCI HC
Wake-on-lan status for device wlp3s0
Using 'ondemand' cpufreq governor

